hospital,date,active_total,active_total_flagged,active_icu,active_acute,admissions_total
HCGH,2021-01-12,57,43,12,45,6
HCGH,2021-01-13,58,45,12,46,7
HCGH,2021-01-14,59,47,13,46,8
HCGH,2021-01-15,58,48,15,43,8
HCGH,2021-01-16,62,54,15,47,7
HCGH,2021-01-17,63,56,15,48,6
HCGH,2021-01-18,61,54,16,45,4
HCGH,2021-01-19,60,54,14,46,6
HCGH,2021-01-20,70,64,14,56,7
HCGH,2021-01-21,57,51,14,43,7
HCGH,2021-01-22,58,52,11,47,6
HCGH,2021-01-23,57,52,13,44,3
HCGH,2021-01-24,53,49,13,40,9
HCGH,2021-01-25,61,56,10,51,7
HCGH,2021-01-26,62,54,10,52,7
HCGH,2021-01-27,64,54,10,54,8
HCGH,2021-01-28,58,47,10,48,4
HCGH,2021-01-29,62,53,8,54,4
HCGH,2021-01-30,52,43,8,44,4
HCGH,2021-01-31,48,39,9,39,1
HCGH,2021-02-01,47,37,8,39,4
HCGH,2021-02-02,42,33,6,36,5
HCGH,2021-02-03,39,32,8,31,2
HCGH,2021-02-04,35,27,8,27,3
HCGH,2021-02-05,30,24,5,25,5
HCGH,2021-02-06,36,31,6,30,1
HCGH,2021-02-07,33,28,5,28,1
HCGH,2021-02-08,32,29,6,26,3
HCGH,2021-02-09,30,27,6,24,1
HCGH,2021-02-10,27,24,5,22,2
HCGH,2021-02-11,28,24,5,23,1
HCGH,2021-02-12,27,24,6,21,4
HCGH,2021-02-13,31,26,5,26,6
HCGH,2021-02-14,35,30,7,28,2
HCGH,2021-02-15,33,29,8,25,1
HCGH,2021-02-16,30,26,8,22,1
HCGH,2021-02-17,25,22,8,17,2
JHH,2020-03-12,0,0,0,0,1
JHH,2020-03-13,2,2,0,2,1
JHH,2020-03-14,2,2,1,1,0
JHH,2020-03-15,2,2,2,0,0
JHH,2020-03-16,4,4,2,2,2
JHH,2020-03-17,6,6,2,4,0
JHH,2020-03-18,7,7,2,5,1
JHH,2020-03-19,8,8,2,6,0
JHH,2020-03-20,12,12,2,10,2
JHH,2020-03-21,13,13,4,9,0
JHH,2020-03-22,17,17,6,11,0
JHH,2020-03-23,19,19,6,13,1
JHH,2020-03-24,27,27,11,16,1
JHH,2020-03-25,30,30,13,17,5
JHH,2020-03-26,42,42,18,24,3
JHH,2020-03-27,47,47,20,27,3
JHH,2020-03-28,55,55,24,31,7
JHH,2020-03-29,59,59,26,33,0
JHH,2020-03-30,63,63,32,31,3
JHH,2020-03-31,73,73,34,39,3
JHH,2020-04-01,88,88,39,49,6
JHH,2020-04-02,90,90,41,49,6
JHH,2020-04-03,97,97,43,54,7
JHH,2020-04-04,97,97,48,49,3
JHH,2020-04-05,100,100,50,50,3
JHH,2020-04-06,105,105,48,57,5
JHH,2020-04-07,107,107,50,57,1
JHH,2020-04-08,107,107,52,55,1
JHH,2020-04-09,108,108,52,56,5
JHH,2020-04-10,113,113,53,60,4
JHH,2020-04-11,113,113,60,53,2
JHH,2020-04-12,111,111,61,50,5
JHH,2020-04-13,121,120,63,58,6
JHH,2020-04-14,125,124,61,64,5
JHH,2020-04-15,120,118,58,62,4
JHH,2020-04-16,116,116,59,57,4
JHH,2020-04-17,111,111,63,48,3
JHH,2020-04-18,112,112,65,47,3
JHH,2020-04-19,116,116,64,52,2
JHH,2020-04-20,116,116,66,50,9
JHH,2020-04-21,115,114,62,53,6
JHH,2020-04-22,126,124,64,62,7
JHH,2020-04-23,122,119,67,55,7
JHH,2020-04-24,120,117,62,58,5
JHH,2020-04-25,119,116,63,56,4
JHH,2020-04-26,117,114,60,57,7
JHH,2020-04-27,115,112,60,55,2
JHH,2020-04-28,116,112,62,54,9
JHH,2020-04-29,118,113,67,51,7
JHH,2020-04-30,112,105,66,46,2
JHH,2020-05-01,109,100,66,43,4
JHH,2020-05-02,108,101,60,48,6
JHH,2020-05-03,107,100,64,43,7
JHH,2020-05-04,105,97,63,42,9
JHH,2020-05-05,107,100,65,42,4
JHH,2020-05-06,107,100,66,41,4
JHH,2020-05-07,113,108,69,44,3
JHH,2020-05-08,113,108,71,42,2
JHH,2020-05-09,112,107,64,48,5
JHH,2020-05-10,108,101,65,43,5
JHH,2020-05-11,114,107,65,49,2
JHH,2020-05-12,109,99,64,45,5
JHH,2020-05-13,107,96,62,45,8
JHH,2020-05-14,101,92,64,37,4
JHH,2020-05-15,103,94,63,40,7
JHH,2020-05-16,107,97,60,47,3
JHH,2020-05-17,106,92,54,52,6
JHH,2020-05-18,108,93,58,50,10
JHH,2020-05-19,102,88,56,46,8
JHH,2020-05-20,107,91,54,53,8
JHH,2020-05-21,110,94,53,57,9
JHH,2020-05-22,103,86,52,51,3
JHH,2020-05-23,101,82,54,47,2
JHH,2020-05-24,104,85,55,49,6
JHH,2020-05-25,109,89,55,54,4
JHH,2020-05-26,115,95,55,60,8
JHH,2020-05-27,118,95,57,61,4
JHH,2020-05-28,109,87,56,53,3
JHH,2020-05-29,106,81,51,55,9
JHH,2020-05-30,109,82,50,59,4
JHH,2020-05-31,106,80,48,58,1
JHH,2020-06-01,101,74,47,54,6
JHH,2020-06-02,95,73,49,46,3
JHH,2020-06-03,93,70,47,46,5
JHH,2020-06-04,93,67,47,46,9
JHH,2020-06-05,92,67,45,47,1
JHH,2020-06-06,88,61,46,42,2
JHH,2020-06-07,86,58,45,41,4
JHH,2020-06-08,85,57,42,43,1
JHH,2020-06-09,85,58,41,44,4
JHH,2020-06-10,80,53,38,42,1
JHH,2020-06-11,78,49,40,38,5
JHH,2020-06-12,79,49,41,38,1
JHH,2020-06-13,79,49,43,36,1
JHH,2020-06-14,78,49,42,36,1
JHH,2020-06-15,77,48,39,38,2
JHH,2020-06-16,73,45,35,38,4
JHH,2020-06-17,71,45,33,38,1
JHH,2020-06-18,64,39,31,33,2
JHH,2020-06-19,63,36,28,35,5
JHH,2020-06-20,61,34,27,34,1
JHH,2020-06-21,60,34,24,36,1
JHH,2020-06-22,60,35,23,37,4
JHH,2020-06-23,57,34,25,32,0
JHH,2020-06-24,51,29,25,26,0
JHH,2020-06-25,51,29,24,27,4
JHH,2020-06-26,50,27,23,27,2
JHH,2020-06-27,43,21,19,24,0
JHH,2020-06-28,39,18,17,22,1
JHH,2020-06-29,43,22,18,25,3
JHH,2020-06-30,40,20,16,24,0
JHH,2020-07-01,42,22,15,27,3
JHH,2020-07-02,38,20,14,24,2
JHH,2020-07-03,38,21,13,25,1
JHH,2020-07-04,35,18,13,22,0
JHH,2020-07-05,36,20,13,23,3
JHH,2020-07-06,35,21,9,26,2
JHH,2020-07-07,37,23,9,28,0
JHH,2020-07-08,35,22,9,26,2
JHH,2020-07-09,38,24,10,28,2
JHH,2020-07-10,42,28,12,30,3
JHH,2020-07-11,41,26,10,31,3
JHH,2020-07-12,42,28,10,32,4
JHH,2020-07-13,42,29,10,32,3
JHH,2020-07-14,42,30,11,31,5
JHH,2020-07-15,40,29,12,28,3
JHH,2020-07-16,43,32,13,30,2
JHH,2020-07-17,38,28,12,26,4
JHH,2020-07-18,43,31,13,30,5
JHH,2020-07-19,44,31,12,32,3
JHH,2020-07-20,44,32,11,33,5
JHH,2020-07-21,44,33,9,35,9
JHH,2020-07-22,51,37,9,42,0
JHH,2020-07-23,46,32,9,37,6
JHH,2020-07-24,47,32,10,37,4
JHH,2020-07-25,42,29,8,34,3
JHH,2020-07-26,43,30,5,38,2
JHH,2020-07-27,48,36,6,42,4
JHH,2020-07-28,47,36,6,41,3
JHH,2020-07-29,51,38,6,45,4
JHH,2020-07-30,45,33,6,39,0
JHH,2020-07-31,45,33,8,37,3
JHH,2020-08-01,45,33,7,38,3
JHH,2020-08-02,46,33,7,39,6
JHH,2020-08-03,45,32,5,40,3
JHH,2020-08-04,43,30,5,38,3
JHH,2020-08-05,46,33,7,39,5
JHH,2020-08-06,45,30,6,39,2
JHH,2020-08-07,49,33,6,43,4
JHH,2020-08-08,48,32,6,42,5
JHH,2020-08-09,46,30,9,37,5
JHH,2020-08-10,45,29,9,36,2
JHH,2020-08-11,41,26,9,32,2
JHH,2020-08-12,40,24,8,32,5
JHH,2020-08-13,43,29,8,35,8
JHH,2020-08-14,42,31,6,36,2
JHH,2020-08-15,42,30,5,37,2
JHH,2020-08-16,38,26,6,32,0
JHH,2020-08-17,34,22,8,26,2
JHH,2020-08-18,38,26,9,29,1
JHH,2020-08-19,37,25,12,25,1
JHH,2020-08-20,35,23,10,25,4
JHH,2020-08-21,38,24,8,30,2
JHH,2020-08-22,36,21,7,29,1
JHH,2020-08-23,36,21,9,27,1
JHH,2020-08-24,36,21,10,26,4
JHH,2020-08-25,42,27,7,35,2
JHH,2020-08-26,38,25,7,31,4
JHH,2020-08-27,38,25,11,27,3
JHH,2020-08-28,36,22,10,26,1
JHH,2020-08-29,36,23,9,27,3
JHH,2020-08-30,36,21,8,28,1
JHH,2020-08-31,36,21,8,28,4
JHH,2020-09-01,40,25,8,32,2
JHH,2020-09-02,37,22,8,29,2
JHH,2020-09-03,37,20,9,28,4
JHH,2020-09-04,34,16,8,26,0
JHH,2020-09-05,31,16,9,22,1
JHH,2020-09-06,32,16,10,22,1
JHH,2020-09-07,34,17,9,25,2
JHH,2020-09-08,31,16,10,21,1
JHH,2020-09-09,31,17,9,22,4
JHH,2020-09-10,34,21,10,24,2
JHH,2020-09-11,33,16,9,24,1
JHH,2020-09-12,31,14,9,22,2
JHH,2020-09-13,30,14,10,20,3
JHH,2020-09-14,32,16,12,20,2
JHH,2020-09-15,29,14,10,19,2
JHH,2020-09-16,29,13,11,18,0
JHH,2020-09-17,31,16,11,20,2
JHH,2020-09-18,35,20,11,24,1
JHH,2020-09-19,33,16,10,23,1
JHH,2020-09-20,35,19,10,25,4
JHH,2020-09-21,36,20,12,24,0
JHH,2020-09-22,34,19,9,25,0
JHH,2020-09-23,32,17,9,23,1
JHH,2020-09-24,30,15,7,23,3
JHH,2020-09-25,31,16,6,25,0
JHH,2020-09-26,30,14,7,23,0
JHH,2020-09-27,30,14,7,23,1
JHH,2020-09-28,30,14,6,24,0
JHH,2020-09-29,30,15,9,21,1
JHH,2020-09-30,28,14,11,17,2
JHH,2020-10-01,28,14,9,19,0
JHH,2020-10-02,28,16,8,20,2
JHH,2020-10-03,28,17,8,20,2
JHH,2020-10-04,26,15,8,18,0
JHH,2020-10-05,29,18,8,21,4
JHH,2020-10-06,33,20,9,24,3
JHH,2020-10-07,32,19,8,24,1
JHH,2020-10-08,28,14,8,20,0
JHH,2020-10-09,31,18,9,22,4
JHH,2020-10-10,32,20,7,25,6
JHH,2020-10-11,32,19,8,24,1
JHH,2020-10-12,30,17,7,23,2
JHH,2020-10-13,29,17,8,21,1
JHH,2020-10-14,30,18,8,22,0
JHH,2020-10-15,26,15,8,18,2
JHH,2020-10-16,26,16,8,18,3
JHH,2020-10-17,29,19,6,23,3
JHH,2020-10-18,30,20,6,24,1
JHH,2020-10-19,32,23,7,25,2
JHH,2020-10-20,32,24,6,26,3
JHH,2020-10-21,29,19,6,23,0
JHH,2020-10-22,26,17,5,21,3
JHH,2020-10-23,30,20,5,25,4
JHH,2020-10-24,32,21,6,26,3
JHH,2020-10-25,32,20,6,26,3
JHH,2020-10-26,35,22,8,27,3
JHH,2020-10-27,34,20,10,24,1
JHH,2020-10-28,34,20,8,26,3
JHH,2020-10-29,39,26,8,31,4
JHH,2020-10-30,39,24,11,28,1
JHH,2020-10-31,35,24,11,24,4
JHH,2020-11-01,39,28,10,29,4
JHH,2020-11-02,42,28,12,30,6
JHH,2020-11-03,46,32,9,37,5
JHH,2020-11-04,42,29,8,34,4
JHH,2020-11-05,46,33,6,40,5
JHH,2020-11-06,45,32,6,39,4
JHH,2020-11-07,50,36,8,42,4
JHH,2020-11-08,52,35,10,42,10
JHH,2020-11-09,59,44,9,50,8
JHH,2020-11-10,61,47,10,51,8
JHH,2020-11-11,65,51,13,52,4
JHH,2020-11-12,61,47,14,47,6
JHH,2020-11-13,55,44,15,40,3
JHH,2020-11-14,58,46,16,42,7
JHH,2020-11-15,61,50,16,45,9
JHH,2020-11-16,68,58,17,51,3
JHH,2020-11-17,69,59,20,49,3
JHH,2020-11-18,70,58,19,51,1
JHH,2020-11-19,74,62,19,55,6
JHH,2020-11-20,68,57,19,49,1
JHH,2020-11-21,68,57,20,48,7
JHH,2020-11-22,70,59,22,48,2
JHH,2020-11-23,71,59,22,49,7
JHH,2020-11-24,68,58,23,45,8
JHH,2020-11-25,71,61,26,45,6
JHH,2020-11-26,73,60,24,49,4
JHH,2020-11-27,84,71,26,58,10
JHH,2020-11-28,92,80,30,62,8
JHH,2020-11-29,95,78,27,68,5
JHH,2020-11-30,98,80,27,71,4
JHH,2020-12-01,84,65,25,59,3
JHH,2020-12-02,84,60,29,55,6
JHH,2020-12-03,79,58,29,50,5
JHH,2020-12-04,89,67,28,61,5
JHH,2020-12-05,82,62,30,52,6
JHH,2020-12-06,88,65,30,58,4
JHH,2020-12-07,97,74,30,67,9
JHH,2020-12-08,99,74,31,68,5
JHH,2020-12-09,92,67,35,57,4
JHH,2020-12-10,88,63,35,53,3
JHH,2020-12-11,82,60,33,49,8
JHH,2020-12-12,88,63,36,52,9
JHH,2020-12-13,94,66,36,58,7
JHH,2020-12-14,97,70,35,62,9
JHH,2020-12-15,96,69,36,60,4
JHH,2020-12-16,88,63,42,46,2
JHH,2020-12-17,84,60,39,45,6
JHH,2020-12-18,85,60,43,42,2
JHH,2020-12-19,87,63,40,47,4
JHH,2020-12-20,86,61,40,46,3
JHH,2020-12-21,93,67,43,50,12
JHH,2020-12-22,97,67,45,52,4
JHH,2020-12-23,98,70,43,55,5
JHH,2020-12-24,94,66,47,47,5
JHH,2020-12-25,86,57,46,40,6
JHH,2020-12-26,92,56,44,48,7
JHH,2020-12-27,99,63,42,57,6
JHH,2020-12-28,105,67,42,63,10
JHH,2020-12-29,109,68,43,66,5
JHH,2020-12-30,104,60,44,60,6
JHH,2020-12-31,106,55,45,61,5
JHH,2021-01-01,104,51,47,57,4
JHH,2021-01-02,106,53,42,64,7
JHH,2021-01-03,106,52,44,62,0
JHH,2021-01-04,109,52,43,66,9
JHH,2021-01-05,111,57,44,67,12
JHH,2021-01-06,118,65,43,75,6
JHH,2021-01-07,128,76,48,80,9
JHH,2021-01-08,121,72,49,72,7
JHH,2021-01-09,120,69,49,71,3
JHH,2021-01-10,120,71,49,71,4
JHH,2021-01-11,120,66,50,70,4
JHH,2021-01-12,116,64,53,63,2
JHH,2021-01-13,114,61,47,67,7
JHH,2021-01-14,117,66,45,72,5
JHH,2021-01-15,124,72,44,80,8
JHH,2021-01-16,125,72,46,79,9
JHH,2021-01-17,123,70,48,75,5
JHH,2021-01-18,123,70,47,76,7
JHH,2021-01-19,122,67,50,72,7
JHH,2021-01-20,127,72,48,79,7
JHH,2021-01-21,128,70,49,79,10
JHH,2021-01-22,119,58,48,71,5
JHH,2021-01-23,113,56,49,64,6
JHH,2021-01-24,118,60,49,69,8
JHH,2021-01-25,126,69,48,78,9
JHH,2021-01-26,122,65,49,73,8
JHH,2021-01-27,113,58,42,71,4
JHH,2021-01-28,110,52,42,68,2
JHH,2021-01-29,103,47,44,59,5
JHH,2021-01-30,97,46,46,51,4
JHH,2021-01-31,92,39,37,55,2
JHH,2021-02-01,92,40,34,58,5
JHH,2021-02-02,90,35,34,56,4
JHH,2021-02-03,93,40,35,58,5
JHH,2021-02-04,95,42,36,59,7
JHH,2021-02-05,100,46,38,62,3
JHH,2021-02-06,95,38,36,59,4
JHH,2021-02-07,93,38,34,59,3
JHH,2021-02-08,95,40,34,61,5
JHH,2021-02-09,93,36,32,61,0
JHH,2021-02-10,90,36,30,60,6
JHH,2021-02-11,83,35,28,55,2
JHH,2021-02-12,85,35,29,56,0
JHH,2021-02-13,84,31,27,57,3
JHH,2021-02-14,85,33,26,59,3
JHH,2021-02-15,90,36,29,61,6
JHH,2021-02-16,86,33,32,54,1
JHH,2021-02-17,82,28,30,52,2
SH,2020-03-18,1,1,0,1,0
SH,2020-03-19,1,1,0,1,3
SH,2020-03-20,3,3,0,3,1
SH,2020-03-21,3,3,1,2,0
SH,2020-03-22,3,3,1,2,2
SH,2020-03-23,7,7,1,6,1
SH,2020-03-24,11,11,2,9,4
SH,2020-03-25,12,12,1,11,2
SH,2020-03-26,16,16,3,13,3
SH,2020-03-27,22,22,4,18,7
SH,2020-03-28,22,22,4,18,2
SH,2020-03-29,29,29,4,25,5
SH,2020-03-30,34,34,6,28,8
SH,2020-03-31,30,29,7,23,1
SH,2020-04-01,35,34,5,30,10
SH,2020-04-02,36,36,5,31,6
SH,2020-04-03,38,38,8,30,5
SH,2020-04-04,39,39,6,33,3
SH,2020-04-05,39,39,7,32,8
SH,2020-04-06,45,45,7,38,9
SH,2020-04-07,51,51,5,46,7
SH,2020-04-08,56,56,5,51,8
SH,2020-04-09,51,51,5,46,6
SH,2020-04-10,57,57,8,49,8
SH,2020-04-11,51,51,10,41,4
SH,2020-04-12,51,51,10,41,9
SH,2020-04-13,56,56,5,51,8
SH,2020-04-14,54,54,7,47,7
SH,2020-04-15,61,61,7,54,10
SH,2020-04-16,69,69,10,59,13
SH,2020-04-17,69,69,11,58,9
SH,2020-04-18,69,69,9,60,5
SH,2020-04-19,69,69,7,62,4
SH,2020-04-20,67,67,12,55,6
SH,2020-04-21,65,65,12,53,6
SH,2020-04-22,57,57,11,46,6
SH,2020-04-23,58,58,11,47,11
SH,2020-04-24,58,58,8,50,9
SH,2020-04-25,62,62,10,52,13
SH,2020-04-26,69,69,12,57,11
SH,2020-04-27,72,72,10,62,7
SH,2020-04-28,74,74,12,62,8
SH,2020-04-29,75,75,13,62,7
SH,2020-04-30,70,70,9,61,6
SH,2020-05-01,67,67,9,58,5
SH,2020-05-02,69,69,9,60,4
SH,2020-05-03,70,70,8,62,11
SH,2020-05-04,76,76,9,67,8
SH,2020-05-05,72,72,12,60,3
SH,2020-05-06,74,74,14,60,5
SH,2020-05-07,74,74,11,63,4
SH,2020-05-08,73,73,13,60,3
SH,2020-05-09,68,68,12,56,5
SH,2020-05-10,59,58,13,46,6
SH,2020-05-11,61,60,13,48,9
SH,2020-05-12,60,58,13,47,3
SH,2020-05-13,60,56,12,48,10
SH,2020-05-14,59,55,10,49,4
SH,2020-05-15,58,54,9,49,5
SH,2020-05-16,54,50,7,47,5
SH,2020-05-17,49,46,8,41,6
SH,2020-05-18,51,48,8,43,9
SH,2020-05-19,52,49,12,40,4
SH,2020-05-20,47,43,12,35,1
SH,2020-05-21,42,38,11,31,4
SH,2020-05-22,40,36,10,30,3
SH,2020-05-23,40,38,10,30,4
SH,2020-05-24,41,39,10,31,4
SH,2020-05-25,43,40,10,33,4
SH,2020-05-26,48,46,12,36,4
SH,2020-05-27,48,46,13,35,3
SH,2020-05-28,45,44,10,35,3
SH,2020-05-29,37,36,9,28,3
SH,2020-05-30,33,33,9,24,2
SH,2020-05-31,31,30,9,22,2
SH,2020-06-01,28,27,9,19,3
SH,2020-06-02,28,27,9,19,3
SH,2020-06-03,29,28,9,20,3
SH,2020-06-04,28,27,9,19,3
SH,2020-06-05,30,29,10,20,3
SH,2020-06-06,32,31,10,22,4
SH,2020-06-07,32,31,9,23,1
SH,2020-06-08,29,28,9,20,2
SH,2020-06-09,25,24,9,16,2
SH,2020-06-10,26,25,8,18,5
SH,2020-06-11,28,26,6,22,3
SH,2020-06-12,24,23,7,17,2
SH,2020-06-13,27,26,6,21,3
SH,2020-06-14,22,21,6,16,1
SH,2020-06-15,21,20,6,15,2
SH,2020-06-16,20,18,8,12,1
SH,2020-06-17,23,21,9,14,4
SH,2020-06-18,25,23,9,16,1
SH,2020-06-19,18,16,9,9,1
SH,2020-06-20,20,19,7,13,1
SH,2020-06-21,19,19,9,10,0
SH,2020-06-22,22,21,10,12,1
SH,2020-06-23,19,18,10,9,1
SH,2020-06-24,15,14,10,5,1
SH,2020-06-25,18,17,7,11,4
SH,2020-06-26,19,18,8,11,0
SH,2020-06-27,18,18,8,10,0
SH,2020-06-28,18,18,7,11,1
SH,2020-06-29,16,16,7,9,0
SH,2020-06-30,12,12,5,7,0
SH,2020-07-01,7,7,2,5,0
SH,2020-07-02,11,11,2,9,1
SH,2020-07-03,10,10,2,8,1
SH,2020-07-04,11,11,4,7,2
SH,2020-07-05,11,11,4,7,0
SH,2020-07-06,10,10,4,6,1
SH,2020-07-07,9,9,3,6,0
SH,2020-07-08,8,7,3,5,0
SH,2020-07-09,8,7,3,5,2
SH,2020-07-10,12,10,5,7,3
SH,2020-07-11,11,9,6,5,1
SH,2020-07-12,11,9,5,6,2
SH,2020-07-13,11,9,5,6,0
SH,2020-07-14,10,8,4,6,0
SH,2020-07-15,9,7,4,5,3
SH,2020-07-16,11,9,3,8,1
SH,2020-07-17,12,10,2,10,0
SH,2020-07-18,10,8,2,8,1
SH,2020-07-19,10,8,2,8,0
SH,2020-07-20,10,8,2,8,1
SH,2020-07-21,10,8,1,9,0
SH,2020-07-22,10,8,1,9,1
SH,2020-07-23,10,8,1,9,1
SH,2020-07-24,10,8,1,9,0
SH,2020-07-25,11,9,1,10,2
SH,2020-07-26,10,8,1,9,1
SH,2020-07-27,11,9,1,10,1
SH,2020-07-28,11,8,1,10,0
SH,2020-07-29,13,10,1,12,2
SH,2020-07-30,13,10,2,11,2
SH,2020-07-31,15,13,4,11,3
SH,2020-08-01,13,12,3,10,1
SH,2020-08-02,13,12,2,11,0
SH,2020-08-03,12,12,1,11,1
SH,2020-08-04,11,10,1,10,1
SH,2020-08-05,11,10,1,10,2
SH,2020-08-06,11,10,3,8,3
SH,2020-08-07,11,11,4,7,2
SH,2020-08-08,11,10,4,7,0
SH,2020-08-09,8,7,4,4,0
SH,2020-08-10,9,8,3,6,2
SH,2020-08-11,9,7,4,5,1
SH,2020-08-12,10,8,4,6,0
SH,2020-08-13,9,7,4,5,0
SH,2020-08-14,7,7,3,4,0
SH,2020-08-15,7,7,3,4,0
SH,2020-08-16,9,9,3,6,0
SH,2020-08-17,9,9,3,6,0
SH,2020-08-18,8,8,3,5,1
SH,2020-08-19,9,8,4,5,1
SH,2020-08-20,10,9,3,7,2
SH,2020-08-21,10,9,3,7,0
SH,2020-08-22,8,7,3,5,1
SH,2020-08-23,9,8,3,6,1
SH,2020-08-24,8,7,4,4,1
SH,2020-08-25,7,6,4,3,1
SH,2020-08-26,7,6,4,3,0
SH,2020-08-27,7,6,4,3,0
SH,2020-08-28,7,6,3,4,0
SH,2020-08-29,7,6,3,4,0
SH,2020-08-30,8,7,3,5,2
SH,2020-08-31,7,6,3,4,0
SH,2020-09-01,6,3,3,3,0
SH,2020-09-02,6,3,3,3,0
SH,2020-09-03,6,3,3,3,0
SH,2020-09-04,6,3,3,3,0
SH,2020-09-05,5,3,3,2,1
SH,2020-09-06,5,3,3,2,1
SH,2020-09-07,7,5,3,4,1
SH,2020-09-08,8,6,3,5,0
SH,2020-09-09,7,5,2,5,1
SH,2020-09-10,9,7,2,7,1
SH,2020-09-11,9,7,2,7,2
SH,2020-09-12,12,9,3,9,2
SH,2020-09-13,13,10,3,10,1
SH,2020-09-14,13,10,3,10,0
SH,2020-09-15,13,10,3,10,2
SH,2020-09-16,13,10,4,9,1
SH,2020-09-17,14,11,4,10,0
SH,2020-09-18,11,8,4,7,3
SH,2020-09-19,12,9,4,8,3
SH,2020-09-20,12,9,4,8,1
SH,2020-09-21,13,10,4,9,2
SH,2020-09-22,13,10,5,8,2
SH,2020-09-23,14,12,4,10,3
SH,2020-09-24,12,9,2,10,0
SH,2020-09-25,7,4,2,5,1
SH,2020-09-26,8,5,2,6,2
SH,2020-09-27,9,6,2,7,0
SH,2020-09-28,7,5,2,5,0
SH,2020-09-29,7,5,2,5,1
SH,2020-09-30,8,6,2,6,1
SH,2020-10-01,4,3,1,3,3
SH,2020-10-02,3,2,1,2,1
SH,2020-10-03,5,4,1,4,3
SH,2020-10-04,7,6,1,6,1
SH,2020-10-05,8,7,1,7,1
SH,2020-10-06,7,7,0,7,0
SH,2020-10-07,7,7,0,7,0
SH,2020-10-08,6,6,0,6,1
SH,2020-10-09,4,4,0,4,0
SH,2020-10-10,4,4,0,4,2
SH,2020-10-11,5,5,0,5,1
SH,2020-10-12,7,7,0,7,1
SH,2020-10-13,8,8,1,7,1
SH,2020-10-14,7,7,0,7,1
SH,2020-10-15,6,6,0,6,2
SH,2020-10-16,5,5,0,5,0
SH,2020-10-17,4,4,0,4,0
SH,2020-10-18,5,4,1,4,1
SH,2020-10-19,6,5,2,4,1
SH,2020-10-20,9,9,1,8,5
SH,2020-10-21,11,11,1,10,2
SH,2020-10-22,13,13,1,12,4
SH,2020-10-23,16,16,1,15,2
SH,2020-10-24,12,12,1,11,0
SH,2020-10-25,11,11,3,8,3
SH,2020-10-26,10,10,4,6,3
SH,2020-10-27,13,13,4,9,1
SH,2020-10-28,11,11,4,7,1
SH,2020-10-29,12,12,4,8,1
SH,2020-10-30,13,13,3,10,4
SH,2020-10-31,15,15,3,12,3
SH,2020-11-01,15,15,4,11,1
SH,2020-11-02,17,17,5,12,2
SH,2020-11-03,14,13,5,9,1
SH,2020-11-04,13,12,5,8,2
SH,2020-11-05,18,18,5,13,4
SH,2020-11-06,16,16,4,12,4
SH,2020-11-07,15,15,4,11,1
SH,2020-11-08,17,17,5,12,1
SH,2020-11-09,16,16,6,10,0
SH,2020-11-10,19,19,6,13,4
SH,2020-11-11,15,15,7,8,2
SH,2020-11-12,18,18,8,10,3
SH,2020-11-13,20,20,7,13,4
SH,2020-11-14,23,21,5,18,4
SH,2020-11-15,23,22,5,18,4
SH,2020-11-16,24,23,8,16,3
SH,2020-11-17,30,28,7,23,4
SH,2020-11-18,36,34,8,28,10
SH,2020-11-19,38,36,8,30,7
SH,2020-11-20,40,39,11,29,6
SH,2020-11-21,38,37,14,24,4
SH,2020-11-22,42,42,16,26,7
SH,2020-11-23,46,46,14,32,6
SH,2020-11-24,44,44,9,35,4
SH,2020-11-25,50,47,12,38,9
SH,2020-11-26,49,47,11,38,1
SH,2020-11-27,50,48,10,40,8
SH,2020-11-28,47,45,10,37,2
SH,2020-11-29,42,40,8,34,0
SH,2020-11-30,40,36,6,34,6
SH,2020-12-01,41,37,5,36,3
SH,2020-12-02,41,37,7,34,6
SH,2020-12-03,41,38,7,34,7
SH,2020-12-04,38,35,9,29,5
SH,2020-12-05,38,36,9,29,4
SH,2020-12-06,37,35,11,26,2
SH,2020-12-07,35,33,10,25,5
SH,2020-12-08,39,38,10,29,3
SH,2020-12-09,35,33,9,26,5
SH,2020-12-10,40,38,11,29,6
SH,2020-12-11,43,41,9,34,8
SH,2020-12-12,43,40,12,31,3
SH,2020-12-13,42,41,12,30,4
SH,2020-12-14,43,41,14,29,5
SH,2020-12-15,43,40,13,30,8
SH,2020-12-16,38,34,11,27,4
SH,2020-12-17,40,36,10,30,5
SH,2020-12-18,36,32,11,25,5
SH,2020-12-19,42,38,11,31,6
SH,2020-12-20,48,45,12,36,10
SH,2020-12-21,50,47,12,38,6
SH,2020-12-22,48,45,15,33,4
SH,2020-12-23,45,41,16,29,1
SH,2020-12-24,45,39,13,32,6
SH,2020-12-25,47,41,11,36,4
SH,2020-12-26,45,38,10,35,2
SH,2020-12-27,40,32,11,29,1
SH,2020-12-28,37,31,7,30,5
SH,2020-12-29,38,32,7,31,2
SH,2020-12-30,35,31,6,29,7
SH,2020-12-31,36,32,7,29,4
SH,2021-01-01,36,32,10,26,3
SH,2021-01-02,36,33,8,28,5
SH,2021-01-03,40,36,8,32,7
SH,2021-01-04,46,40,7,39,10
SH,2021-01-05,51,44,9,42,11
SH,2021-01-06,54,45,12,42,5
SH,2021-01-07,55,47,13,42,5
SH,2021-01-08,51,45,15,36,4
